icao,ident,lat,lon,heading_true_deg,length_ft,width_ft,displaced_threshold_ft,elevation_ft,surface
6MN0,18,47.06060028076172,-95.42269897460938,182.7,3700,130,,,TURF
6MN0,36,47.050498962402344,-95.42340087890625,254.3,3700,130,,,TURF
6MT4,11W,48.04106903076172,-115.09307098388672,123,12000,500,,3340,Water
6MT4,29W,48.02329635620117,-115.05180358886719,303,12000,500,,3340,Water
6MU5,1,39.361889,-93.778861,11,1800,50,,785,Turf
6MU5,19,39.366744,-93.777675,191,1800,50,,803,Turf
6NC1,03,35.58810043334961,-81.08200073242188,31,3000,40,,,ASPH-G
6NC1,21,35.59519958496094,-81.07689666748047,234,3000,40,,,ASPH-G
6TE6,01,33.63430023,-100.348999,10,6005,75,,,ASPH
6TE6,19,33.64810181,-100.3460007,298,6005,75,,,ASPH
6TE8,17,33.1775016784668,-100.197998046875,180,2190,25,,1714,DIRT-P
6TE8,35,33.16669845581055,-100.197998046875,0,2190,25,,1744,DIRT-P
71TE,18,30.382699966430664,-98.37560272216797,185.9,3450,40,,1442,ASPH
72CL,17,34.138301849365234,-115.11900329589844,183.1,3200,30,,,ASPH
72MI,09,46.28630065917969,-89.28739929199219,94,5000,75,,1642,ASPH-G
72MI,27,46.285400390625,-89.2677001953125,274,5000,75,,1613,ASPH-G
72TE,15,28.88549995,-99.99459839,150,5200,75,,,ASPH
72XA,15,29.489456176757812,-96.04324340820312,149,2400,80,,110,Turf
72XA,33,29.483808517456055,-96.0393295288086,329,2400,80,,118,Turf
73AR,18,35.05400085449219,-92.05339813232422,182.9,4000,50,,,TURF
73AZ,06,35.20000076293945,-113.36900329589844,72.7,4800,60,,5043,ASPH
73FD,18,29.51810073852539,-82.87480163574219,180,2400,100,,,TURF
73FD,36,29.507400512695312,-82.87480163574219,0,2400,100,,,TURF
73MD,18,39.1781005859375,-76.24250030517578,180,2024,60,,25,Turf
73MD,36,39.17250061035156,-76.24250030517578,360,2024,60,,15,Turf
73OH,09,41.64619827270508,-81.01589965820312,81.6,4000,60,,,ASPH
74TE,18,32.067100524902344,-97.7947006225586,180,4191,50,,952,ASPH
75FL,09,30.10250092,-85.46859741,90,3175,60,300,,TURF-G
75TA,16,32.540401458740234,-101.72799682617188,160,4725,50,,,ASPH
75TX,14,29.505300521850586,-100.37000274658203,154,4250,50,,,ASPH
75XA,14,30.538789749145508,-95.08704376220703,136,3007,40,,287,Turf
75XA,32,30.532880783081055,-95.08036804199219,316,3007,40,,264,Turf
76TA,03,35.39759827,-102.810997,30,4524,52,,,ASPH
77NC,17,34.15700149536133,-78.10659790039062,170,3500,90,,,ASPH
77XS,06,29.28440094,-95.36499786,60,2600,20,,,ASPH-TURF
77XS,15,29.289199829101562,-95.36109924316406,150,1700,60,,,TURF
79KY,09,37.871700286865234,-84.62000274658203,93.6,5488,100,526,905,CONC
7AR0,07,36.43050003051758,-93.70269775390625,71.8,2100,75,,,TURF
7AR1,09,33.05009841918945,-91.34490203857422,91.3,2000,18,,,ASPH
7AR2,18,35.55939865112305,-92.13179779052734,186.8,1600,75,,,TURF
7AR8,18,34.66939926147461,-91.17649841308594,182,3108,80,,180,Turf
7AR8,36,34.66080093383789,-91.17680358886719,2,3108,80,,180,Turf
7CA2,16,35.18040084838867,-118.9280014038086,174.3,2700,60,,,ASPH
7CA2,34,35.17300033569336,-118.927001953125,275,2700,60,,,ASPH
7CO0,08,40.07170104980469,-105.04100036621094,90.7,4200,50,,,ASPH
7FL6,06,29.07659912109375,-81.05149841308594,50,4002,176,339,23,ASPH-G
7MN8,18,48.074798583984375,-96.27850341796875,183.6,3500,100,,,TURF
7NC2,17,36.258201599121094,-75.78949737548828,170,3450,55,,,ASPH
7NC5,04,35.92913,-78.246325,40,2500,80,420,230,TURF
7NC5,22,35.933812,-78.243221,220,2500,80,,250,TURF
7TE2,12,27.10890007019043,-98.21080017089844,125,4100,35,,,ASPH
7TE2,30,27.102500915527344,-98.20059967041016,296,4100,35,,,ASPH
7TE6,17,29.204700469970703,-96.5552978515625,170,3300,60,,,ASPH
7TE6,35,29.19580078125,-96.55349731445312,343.4,3300,60,,,ASPH
7TE7,09,26.384700775146484,-98.34809875488281,100,5000,300,,,CONC
7TE7,27,26.382200241088867,-98.33309936523438,276.1,5000,300,,,CONC
7TE7,13,26.393800735473633,-98.34210205078125,145,5150,300,,,CONC
7TE7,31,26.382200241088867,-98.33309936523438,237.7,5150,300,,,CONC
7TE7,18,26.39620018005371,-98.34410095214844,178,5000,300,,,CONC
7TE7,36,26.382400512695312,-98.34349822998047,216.6,5000,300,,,CONC
7TX0,17,33.83340073,-98.57279968,180,3380,45,,982,ASPH-P
7TX0,35,33.82300186,-98.57279968,360,3380,45,,982,ASPH-P
7TX5,06,32.2156982421875,-102.16400146484375,67.8,4055,30,,,ASPH
7TX5,24,32.21989822387695,-102.1520004272461,270,4055,30,,,ASPH
7TX5,17,32.222599029541016,-102.16000366210938,177.8,6080,50,,,ASPH
7TX5,35,32.20589828491211,-102.15899658203125,8,6080,50,,,ASPH
7WI6,06,43.46969985961914,-89.36100006103516,61,1200,30,200,,TURF
7WI6,24,43.47129821777344,-89.35700225830078,197.7,1200,30,75,,TURF
7XS7,15,30.118900299072266,-98.93319702148438,155.9,3300,40,,,ASPH
7XS7,33,30.110599517822266,-98.92900085449219,312,3300,40,,,ASPH
80FD,14,27.11829948425293,-80.63809967041016,140,4600,55,,,ASPH
80FD,32,27.108600616455078,-80.62889862060547,233.2,4600,55,,,ASPH
80XA,3,32.48589324951172,-95.95556640625,29,1350,25,,505,Turf
80XA,21,32.48914337158203,-95.95346069335938,209,1350,25,,485,Turf
81NM,17,33.35329818725586,-105.18000030517578,179.6,6000,50,,,ASPH
81NM,35,33.33679962158203,-105.18000030517578,236.5,6000,50,114,5056,ASPH
82IS,13,42.14609909,-88.40699768,134.1,3141,50,,880,ASPH
82IS,31,42.14009857,-88.3986969,193,3141,50,,880,ASPH
83FL,12,30.621000289916992,-81.53800201416016,120,3150,60,,,CONC
83FL,30,30.61669921875,-81.52940368652344,324,3150,60,,,CONC
83TX,17R,30.64419937133789,-96.48560333251953,180,7000,150,,,CONC
83TX,35L,30.625,-96.48560333251953,286,7000,150,,,CONC
85TX,S,30.082899,-97.965599,180,3800,50,,,ASP
85TX,N,30.0725,-97.965599,360,3800,50,,,ASP
87MO,18,38.700199127197266,-94.25779724121094,182.3,3000,85,,,TURF-GRVL-G
87MO,36,38.69200134277344,-94.2582015991211,259,3000,85,,,TURF-GRVL-G
88NV,5L,40.751926,-119.231664,60,6022,75,,3907,Dirt
88NV,23R,40.761096,-119.212907,240,6022,75,,3907,Dirt
88NV,5R,40.754679,-119.219112,60,6015,75,,3907,Dirt
88NV,23L,40.763046,-119.200192,240,6015,75,,3908,Dirt
88WS,9,42.9310188293457,-89.62642669677734,92,900,65,,914,Turf
88WS,27,42.93093490600586,-89.6230697631836,272,900,65,,916,Turf
88XA,18,33.34033203125,-96.480224609375,180,2100,45,,577,Turf
88XA,36,33.334556579589844,-96.480224609375,360,2100,45,,577,Turf
89NY,06,44.312801361083984,-75.90579986572266,48,4280,60,,,ASPH-F
89NY,24,44.320701599121094,-75.89350128173828,0.2,4280,60,,,ASPH-F
89TS,18,31.574199676513672,-95.7667007446289,180,5200,75,,215,ASPH-CONC
89TS,36,31.55970001220703,-95.7667007446289,253,5200,75,350,215,ASPH-CONC
8AR1,13,36.4911994934082,-92.64430236816406,135.6,1800,100,,,TURF
8AR1,31,36.487701416015625,-92.64009857177734,322,1800,100,,,TURF
8CA8,17,38.07210159301758,-121.20700073242188,181,3488,50,,56,ASPH
8CA8,35,38.062599182128906,-121.20800018310547,197,3488,50,250,53,ASPH
8FA1,9,30.052900314331055,-82.24490356445312,89,2000,60,,123,Turf
8FA1,27,30.05299949645996,-82.23860168457031,269,2000,60,,123,Turf
8GA1,06,33.42129898071289,-85.16169738769531,57,2350,65,350,1070,TURF
8GA1,24,33.42129898071289,-85.16169738769531,237,2350,65,,1070,TURF
8IA8,12,41.452972412109375,-91.61822509765625,124,600,125,,710,Turf
8IA8,30,41.454383850097656,-91.61640167236328,304,600,125,,710,Turf
8NC8,14,36.06330108642578,-78.78700256347656,136.7,3200,150,,,TURF
8NC8,32,36.05690002441406,-78.77960205078125,271,3200,150,,,TURF
8TA0,11,29.137699127197266,-98.28240203857422,110,4050,60,,,ASPH
8TA0,29,29.133899688720703,-98.27040100097656,270.2,4050,60,668,,ASPH
8TE4,07,28.81399917602539,-99.76270294189453,76.2,3000,30,,,ASPH
8TE4,25,28.81599998474121,-99.75360107421875,8,3000,30,,,ASPH
8TS9,13,28.144399642944336,-99.57610321044922,130,5000,150,,,ASPH
8TS9,31,28.13559913635254,-99.56439971923828,300,5000,150,,,ASPH
8WY6,17,43.93190002441406,-107.29750061035156,162,5000,75,,4812,GRS
8WY6,35,43.92219924926758,-107.29170227050781,342,5000,75,,4857,GRS
8XS8,08,33.583900451660156,-102.052001953125,85,6500,150,,,ASPH-CONC-P
8XS8,26,33.58539962768555,-102.03099822998047,222,6500,150,,,ASPH-CONC-P
8XS8,17L,33.5989990234375,-102.03800201416016,179,6500,150,,3330,ASPH-CONC-F
8XS8,17R,33.61320114135742,-102.04199981689453,180,10500,150,,3333,ASPH-CONC-G
8XS8,35L,33.58430099487305,-102.04199981689453,360,10500,150,,3326,ASPH-CONC-G
90TT,12,29.6855,-97.258139,120,4000,80,,369,Turf/Dirt
90TT,30,29.68,-97.247222,300,4000,80,,349,Turf/Dirt
91TS,15,29.372400283813477,-95.34239959716797,150,3200,30,,,CONC
91TS,33,29.36479949951172,-95.33740234375,255,3200,30,,,CONC
91TX,15,28.40139961,-98.36569977,150,4900,50,,,ASPH
91TX,33,28.39249992,-98.35990143,9,4900,50,,,ASPH
92CA,14,36.12110137939453,-119.89299774169922,155,3600,50,400,192,ASPH
92XS,14,26.48189926147461,-97.69029998779297,140,3000,20,,,ASPH
92XS,32,26.475799560546875,-97.68419647216797,316.1,3000,20,,,ASPH
93AZ,08,32.224724,-110.012401,90,3800,60,1,4501,Asphalt
93AZ,26,32.224677,-109.999998,270,3800,60,,4449,Asphalt
93KS,2,39.7765007019043,-96.08540344238281,7,2600,65,,1260,Turf
93KS,20,39.78350067138672,-96.08419799804688,187,2600,65,,1280,Turf
93MS,18,33.97589874,-90.76809692,180,2100,75,,,CONC-TURF
93MS,36,33.96720123,-90.76820374,257,2100,75,,,CONC-TURF
93XA,18,33.51292419433594,-98.12019348144531,180,2425,150,,1069,Turf
93XA,36,33.50625991821289,-98.12022399902344,360,2425,150,,1055,Turf
94FL,09,26.73279953,-81.90219879,90,3195,50,,,ASPH
94FL,27,26.73279953,-81.89240265,259.5,3195,50,,,ASPH
94TX,17,31.442800521850586,-99.31670379638672,170,3800,50,,,ASPH
94TX,35,31.4325008392334,-99.3145980834961,314.9,3800,50,,,ASPH
95FA,1,30.39859962463379,-82.95680236816406,5,1850,75,,93,Turf
95FA,19,30.40369987487793,-82.9561996459961,185,1850,75,,81,Turf
96OR,12,45.10530090332031,-118.822998046875,136,4800,90,,,ASPH
96OR,30,45.09579849243164,-118.81099700927734,7,4800,90,,,ASPH
97MT,02,48.07109832763672,-114.68000030517578,36,3400,50,,,ASPH
97MT,20,48.0786018371582,-114.6719970703125,303,3400,50,,,ASPH
98TS,2,31.555578,-98.424581,26,3000,65,,1679,Turf
98TS,20,31.562994,-98.420369,206,3000,65,,1672,Turf
99CL,04,34.623600006103516,-117.6050033569336,60.1,3700,150,,2858,ASPH
99CL,22,34.62860107421875,-117.59500122070312,197.4,3700,150,,2846,ASPH
99CL,07,34.623600006103516,-117.6050033569336,90,3200,150,,2858,ASPH-P
99CL,25,34.623600006103516,-117.59500122070312,226,3200,150,,2853,ASPH-P
99CL,16,34.62860107421875,-117.59500122070312,178.7,3700,150,,2846,ASPH-P
99CL,34,34.61859893798828,-117.59400177001953,271,3700,150,,2865,ASPH-P
9CA7,07,36.766700744628906,-119.44100189208984,78.2,3018,28,,,ASPH
9CA7,25,36.7682991027832,-119.43099975585938,201,3018,28,,,ASPH
9CL2,07,36.87110137939453,-121.34200286865234,84.2,3000,50,,,ASPH
9CL2,25,36.87189865112305,-121.33200073242188,359.3,3000,50,,,ASPH
9FA5,18,29.193333,-82.032639,180,1750,50,,53,Turf
9FA5,36,29.188517,-82.032639,0,1750,50,,49,Turf
9IS0,09,40.5432014465332,-91.33679962158203,90.7,3408,70,,,ASPH
9IS0,27,40.542999267578125,-91.32460021972656,208.4,3408,70,200,,ASPH
9IS2,18,40.48649978637695,-88.2676010131836,180,3177,100,174,750,ASPH-TURF-F
9IS2,36,40.47779846191406,-88.2676010131836,360,3177,100,,755,ASPH-TURF-F
9KY9,13,37.74829865,-82.78340149,124,3239,75,,,ASPH-G
9KY9,31,37.74359894,-82.77469635,360,3239,75,,,ASPH-G
9NC0,01,35.792701721191406,-78.43990325927734,8,3000,36,,270,ASPH-P
9NC0,19,35.800899505615234,-78.43820190429688,213,3000,36,,313,ASPH-P
9NR0,17,36.220001220703125,-79.17720031738281,180,1416,45,,701,Turf
9NR0,35,36.21609878540039,-79.17720031738281,0,1416,45,,741,Turf
9OA5,01,39.95790100097656,-82.54090118408203,3,2764,25,189,905,ASPH-G
9OA5,19,39.96549987792969,-82.54039764404297,183,2764,25,177,914,ASPH-G
9OI5,16,40.312400817871094,-83.54450225830078,154.1,3500,72,,,CONC
9OI5,34,40.30379867553711,-83.53900146484375,260,3500,72,,,CONC
9SD9,17,43.8114013671875,-96.71009826660156,170,3500,70,,,ASPH
9SD9,35,43.80189895629883,-96.70780181884766,267.8,3500,70,,,ASPH
9TN2,01,36.16130065917969,-88.20580291748047,10,1900,50,,,TURF
9TN2,19,36.166500091552734,-88.20469665527344,1,1900,50,395,,TURF
9TX5,10,29.74570084,-98.54239655,104.3,4695,90,,1168,DIRT
9TX5,28,29.7432003,-98.53140259,316.6,4695,90,,1144,DIRT
9WN1,18,44.11029815673828,-88.68389892578125,180,3403,32,1147,750,ASPH-P
9WN1,36,44.100799560546875,-88.68389892578125,1.9,3403,32,47,,ASPH-P
9WN2,04,45.96310043334961,-92.15059661865234,40.5,3500,50,440,,ASPH
9WN2,22,45.970298767089844,-92.1417007446289,272.5,3500,50,770,,ASPH
AGGH,06,-9.431739807128906,160.0449981689453,68,7218,148,,28,ASP
AGGH,24,-9.424260139465332,160.06399536132812,248,7218,148,,14,ASP
AGGM,07,-8.329179763793945,157.2570037841797,78.9,4593,98,,7,ASP
AGGM,25,-8.326760292053223,157.2689971923828,258.9,4593,98,,9,ASP
AGLM,10,-10.29597,166.32257,100,3477,98,98,37,GVL
AGLM,28,-10.29753,166.33184,280,3477,98,98,39,GVL
AL05,04,32.21500015258789,-85.47329711914062,40,5000,75,,,ASPH-G
AL05,22,32.22560119628906,-85.46279907226562,188.4,5000,75,,,ASPH-G
AL12,09,32.35860061645508,-86.13249969482422,90,4600,50,,,ASPH
AL12,27,32.35860061645508,-86.11750030517578,215,4600,50,500,,ASPH
AL71,08,32.80270004272461,-85.98770141601562,80,4500,60,,,ASPH
AL71,26,32.8047981262207,-85.97329711914062,205.6,4500,60,400,,ASPH
ANYN,12,-0.5411810278892517,166.91200256347656,121,7054,148,165,22,ASP
ANYN,30,-0.5537390112876892,166.92599487304688,301,7054,148,380,20,ASP
AR03,09,35.118900299072266,-93.20590209960938,93,2600,40,,,TURF
AR05,18,35.220001220703125,-93.30460357666016,183.1,3000,50,,,TURF
AR05,36,35.21179962158203,-93.3051986694336,230,3000,50,,,TURF
AR06,10,35.233299255371094,-92.34760284423828,102.4,2640,50,,,TURF
AR06,28,35.2317008972168,-92.33899688720703,229.9,2640,50,,,TURF
AR09,18,36.41749954223633,-94.4385986328125,183.8,2600,100,,,TURF
AR09,36,36.410301208496094,-94.43920135498047,268,2600,100,,,TURF
AR10,09,34.806800842285156,-91.61270141601562,91.9,2600,60,,,TURF
AR10,27,34.80649948120117,-91.60399627685547,317,2600,60,,,TURF
AYBK,04,-5.4270100593566895,154.66700744628906,48,5125,98,,11,ASP
AYBK,22,-5.417510032653809,154.67799377441406,228,5125,98,,9,ASP
AYCH,03,-6.027550220489502,144.96800231933594,35.6,3330,89,,4974,ASP
AYCH,21,-6.020209789276123,144.9739990234375,215.6,3330,89,,4974,ASP
AYDU,14,-9.082289695739746,143.2030029296875,135,4593,98,,13,ASP
AYDU,32,-9.091219902038574,143.21200561523438,315,4593,98,,19,ASP
AYGA,17L,-6.074960231781006,145.39199829101562,176,3983,59,,5199,ASP
AYGA,35R,-6.086249828338623,145.39300537109375,356,3983,59,,5199,ASP
AYGA,17R,-6.075319766998291,145.39100646972656,176,5400,98,,5199,ASP
AYGA,35L,-6.0902299880981445,145.39199829101562,356,5400,98,,5199,ASP
AYGN,09,-10.3100004196167,150.3260040283203,101.3,5546,98,,65,ASP
AYGN,27,-10.312999725341797,150.34100341796875,281.3,5546,98,,65,ASP
AYGR,03,-8.810489654541016,148.3040008544922,38.1,5485,98,,310,ASP
AYGR,21,-8.798600196838379,148.31399536132812,218.1,5485,98,,252,ASP
AYHK,12,-5.45786,150.400935,133,6644,98,200,23,ASP
AYHK,30,-5.469843,150.41355,313,6644,98,200,96,ASP
AYKM,14,-7.960000038146973,145.7689971923828,146,3044,60,,8,ASP
AYKM,32,-7.966939926147461,145.7740020751953,326,3044,60,,9,ASP
AYKV,12,-2.5749800205230713,150.802001953125,124.9,5592,98,,13,ASP
AYKV,30,-2.5838100910186768,150.81399536132812,304.9,5592,98,,7,ASP
AYLE,02,-5.22160005569458,151.39199829101562,29,1969,98,,1600,
AYLE,20,-5.216899871826172,151.39500427246094,209,1969,98,,1450,
AYMD,07,-5.208930015563965,145.78199768066406,75,5174,105,205,20,ASP
AYMD,25,-5.205239772796631,145.79600524902344,255,5174,105,,7,ASP
AYMH,08,-5.827079772949219,144.29299926757812,85,3599,59,197,5363,ASP
AYMH,26,-5.826149940490723,144.30299377441406,265,3599,59,197,5363,ASP
AYMH,12,-5.823760032653809,144.29100036621094,121,7185,98,,5363,ASP
AYMH,30,-5.833980083465576,144.30799865722656,301,7185,98,,5363,ASP
AYMN,17,-6.141709804534912,143.656005859375,172.8,4411,98,,5695,ASP
AYMN,35,-6.1537699699401855,143.6580047607422,352.8,4411,98,,5665,ASP
AYMO,16,-2.0539300441741943,147.42100524902344,161,6136,148,,4,ASP
AYMO,34,-2.0698800086975098,147.427001953125,341,6136,148,197,8,ASP
AYNZ,09,-6.56887,146.714996,95,8000,148,,239,ASP
AYNZ,27,-6.57078,146.737,275,8000,148,,216,ASP
AYPY,14L,-9.430870056152344,147.21400451660156,148.4,9022,148,,103,ASP
AYPY,32R,-9.452099800109863,147.2270050048828,328.4,9022,148,,128,ASP
AYPY,14R,-9.434709548950195,147.21299743652344,142,4625,148,,104,ASP
AYPY,32L,-9.450630187988281,147.22300720214844,322,4625,148,,129,ASP
AYTK,10,-4.338220119476318,152.3719940185547,106,5643,98,,15,ASP
AYTK,28,-4.342619895935059,152.38699340820312,286,5643,98,,50,ASP
AYVN,12,-2.687619924545288,141.2969970703125,130,5775,85,460,11,ASP
AYVN,30,-2.6977601051330566,141.3090057373047,310,5775,85,,22,ASP
AYWD,14,-5.638070106506348,143.89100646972656,139,5052,75,,5889,ASP
AYWD,32,-5.648530006408691,143.89999389648438,319,5052,75,239,5889,ASP
AYWK,10,-3.5820999145507812,143.66200256347656,103.9,5234,98,,16,ASP
AYWK,28,-3.5855600833892822,143.67599487304688,283.9,5234,98,,19,ASP
AZ82,03,34.393699645996094,-110.53399658203125,41.2,3420,50,,,ASPH
AZ82,21,34.40079879760742,-110.5260009765625,255,3420,50,,,ASPH
BGBW,06,61.1544,-45.436901,41,6004,148,,11,CON
BGBW,24,61.166698,-45.415001,221,6004,148,,112,CON
BGCO,18,70.74547576904297,-22.653499603271484,157,3281,98,,45,GVL
BGCO,36,70.73716735839844,-22.643028259277344,337,3281,98,,9,GVL
BGDH,10T,76.7713,-18.6743,99,2132,82,,,GRAVEL
BGDH,28T,76.7702,-18.6482,279,2132,82,,,GRAVEL
BGSF,09,67.00559997558594,-50.743099212646484,61.6,9219,197,,100,ASP
BGSF,27,67.0176010131836,-50.6864013671875,241.6,9219,197,,165,ASP
BGSS,13,66.95220184326172,-53.73809814453125,103,2621,98,,33,ASP
BGSS,31,66.95040130615234,-53.72050094604492,283,2621,98,,17,ASP
BGTL,08T,76.530006,-68.761505,85,9997,150,,167,ASP
BGTL,26T,76.532402,-68.644829,265,9997,150,,251,ASP
BIAR,01,65.6549,-18.0699,356,8858,148,492,7,ASP
BIAR,19,65.6672,-18.074,176,8858,148,492,5,ASP
BIBD,04,65.637398,-23.551201,28,3084,98,,11,ASP
BIBD,22,65.645302,-23.5411,208,3084,98,,26,ASP
BIEG,03,65.274597,-14.4112,25,7054,148,502,76,ASP
BIEG,21,65.290802,-14.3928,205,7054,148,502,76,ASP
BIGR,17,66.550392,-18.021309,160,3399,80,,81,Asphalt
BIGR,35,66.541725,-18.013323,340,3399,80,,75,Asphalt
BIHN,18,64.3022,-15.2308,168,4921,148,,24,ASP
BIHN,36,64.289101,-15.2239,348,4921,148,,7,ASP
BIHU,02,65.945297,-17.429501,12,5266,98,,48,ASP
BIHU,20,65.959297,-17.4224,192,5266,98,,45,ASP
BIIS,07,66.055099,-23.1486,62,4593,139,,8,ASP
BIIS,25,66.060997,-23.121599,242,4593,139,,8,ASP
BIKF,01,63.964487,-22.605428,14,10020,197,,135,ASP
BIKF,19,63.99186,-22.605407,194,10020,197,,161,ASP
BIKF,10,63.985026,-22.654977,104,10056,197,,109,ASP
BIKF,28,63.985031,-22.592365,284,10056,197,,168,ASP
BIKR,01,65.7232666015625,-19.569610595703125,351,6191,90,,8,asphalt
BIKR,19,65.73998260498047,-19.576080322265625,171,6191,90,,8,asphalt
BIRK,01,64.122002,-21.936199,355,5138,148,263,23,ASP
BIRK,19,64.136002,-21.9389,175,5138,148,,29,ASP
BIRK,13,64.13249969482422,-21.955400466918945,117,4035,148,,17,ASP
BIRK,31,64.12760162353516,-21.93269920349121,297,4035,148,213,38,ASP
BISI,06,66.129799,-18.924801,43,3556,78,872,10,ASP
BISI,24,66.136902,-18.908501,223,3556,78,,10,ASP
BITN,01,66.213097,-15.3363,3,3937,98,,51,ASP
BITN,19,66.223801,-15.335,183,3937,98,,64,ASP
BIVM,03,63.420834,-20.282499,19,3806,148,,291,ASP
BIVM,21,63.430557,-20.275,199,3806,148,,299,ASP
BIVM,12,63.426388,-20.2875,110,3937,148,,298,ASP
BIVM,30,63.422501,-20.264999,290,3937,148,,326,ASP
BKPR,17,42.58533477783203,21.03459930419922,176,9974,148,,1789,ASP
BKPR,35,42.55803680419922,21.03737449645996,356,9974,148,,1786,ASP
CA20,01,38.425498962402344,-121.01799774169922,25.7,4000,100,,,ASPH
CA20,19,38.43539810180664,-121.01200103759766,297.8,4000,100,,,ASPH
CA42,18,33.644592,-117.429245,194,1800,50,,,GRVL
CA42,36,33.642256,-117.430319,339,1800,50,,,GRVL
CA60,16,39.9536018371582,-121.99700164794922,180,3000,400,,,ASPH
CA60,34,39.94559860229492,-121.99700164794922,344.3,3000,400,,,ASPH
CA62,10,35.72140121,-120.7730026,112.8,3417,60,,904,GVL
CA62,28,35.71689987,-120.7630005,292.8,3417,60,,876,GVL
CA73,16,39.099998474121094,-121.71600341796875,178.6,3220,48,,42,ASPH
CA73,34,39.091400146484375,-121.71600341796875,315,3220,48,,41,ASPH
CA90,08,34.51430130004883,-115.52799987792969,93.1,5280,49,,,ASPH
CA90,26,34.51350021362305,-115.51100158691406,209,5280,49,,,ASPH
CA92,17,39.714698791503906,-121.61599731445312,181,3017,60,427,1347,ASPH-G
CA92,35,39.70640182495117,-121.61699676513672,1,3017,60,,1283,ASPH-G
CAA8,15,50.52080154418945,-116.0009994506836,170,3000,75,,,ASP
CAA8,33,50.51250076293945,-115.9990005493164,350,3000,75,,,ASP
CAD4,16,49.07210159301758,-117.5999984741211,179,4000,75,,,ASP
CAD4,34,49.06119918823242,-117.5999984741211,359,4000,75,,,ASP
CAD5,03,50.11880111694336,-120.75399780273438,57,4000,73,,,ASP
CAD5,21,50.12480163574219,-120.73999786376953,237,4000,73,,,ASP
CAH4,14,52.858299255371094,-119.33699798583984,161,3950,75,,,ASP
CAH4,32,52.84809875488281,-119.33100128173828,341,3950,75,,,ASP
CAJ3,15,49.042198181152344,-116.5,168.3,3945,75,,2070,ASP
CAJ3,33,49.031700134277344,-116.49700164794922,348.3,3945,75,,2070,ASP
CAJ4,13,52.457000732421875,-125.30799865722656,146.9,3930,75,,3615,ASP
CAJ4,31,52.448001861572266,-125.2979965209961,326.9,3930,75,,3635,ASP
CAJ7,07,50.44969940185547,-113.76000213623047,87,4500,50,,,ASP
CAJ7,25,50.45029830932617,-113.73999786376953,267,4500,50,,,ASP
CAL3,08,50.16780090332031,-120.19300079345703,100,4600,40,,,ASP
CAL3,26,50.16559982299805,-120.17400360107422,280,4600,40,,,ASP
CAM5,13,54.4379997253418,-126.78800201416016,150,3900,66,,,ASP
CAM5,31,54.4286994934082,-126.77899932861328,330,3900,66,,,ASP
CAQ5,12,50.26940155029297,-117.81700134277344,141,3000,75,,,ASP
CAQ5,30,50.263099670410156,-117.80899810791016,321,3000,75,,,ASP
CAT4,11,49.340301513671875,-124.4000015258789,126.8,3565,75,500,191,ASP
